FamilyName,Fixture, WorkStation, Length, Time
BEAM 4 LED,BBRLED,CUTTING EXTRUSION,4'
BEAM 4 LED,BBRLED,CUTTING EXTRUSION,8'
BEAM 4 LED,BBRLED,CUTTING EXTRUSION,12'
BEAM 4 LED,BBRLED,CUTTING LENS,4'
BEAM 4 LED,BBRLED,CUTTING LENS,8'
BEAM 4 LED,BBRLED,CUTTING LENS,12'
BEAM 4 LED,BBRLED,FINAL ASSEMBLY,4'
BEAM 4 LED,BBRLED,FINAL ASSEMBLY,8'
BEAM 4 LED,BBRLED,FINAL ASSEMBLY,12'
BEAM 4 LED,BBRLED,FINAL PACKAGING,4'
BEAM 4 LED,BBRLED,FINAL PACKAGING,8'
BEAM 4 LED,BBRLED,FINAL PACKAGING,12'
BEAM 4 LED,BBRLED,MILLING EXTRUSION,4'
BEAM 4 LED,BBRLED,MILLING EXTRUSION,8'
BEAM 4 LED,BBRLED,MILLING EXTRUSION,12'
BEAM 4 LED,BBRLED,MOUNTING KIT ASSEMBLY,4'
BEAM 4 LED,BBRLED,MOUNTING KIT ASSEMBLY,8'
BEAM 4 LED,BBRLED,MOUNTING KIT ASSEMBLY,12'
BEAM 4 LED,BBRLED,PUNCH EXTRUSION,4'
BEAM 4 LED,BBRLED,PUNCH EXTRUSION,8'
BEAM 4 LED,BBRLED,PUNCH EXTRUSION,12'
BEAM 4 LED,BBRLED,SUB-ASSEMBLY LED,4'
BEAM 4 LED,BBRLED,SUB-ASSEMBLY LED,8'
BEAM 4 LED,BBRLED,SUB-ASSEMBLY LED,12'
BEAM 4 LED,BBRLED,WIRING PREPARATION,4'
BEAM 4 LED,BBRLED,WIRING PREPARATION,8'
BEAM 4 LED,BBRLED,WIRING PREPARATION,12'
BEAM 4 LED,BBRLED,WIRE CUT AND STRIP,4'
BEAM 4 LED,BBRLED,WIRE CUT AND STRIP,8'
BEAM 4 LED,BBRLED,WIRE CUT AND STRIP,12'
BEAM 4 LED,BBRLED,SUB-ASSEMBLY HARNESS & WIRE,4'
BEAM 4 LED,BBRLED,SUB-ASSEMBLY HARNESS & WIRE,8'
BEAM 4 LED,BBRLED,SUB-ASSEMBLY HARNESS & WIRE,12'
BEAM 4 LED,BBRLED,WELDING,4'
BEAM 4 LED,BBRLED,WELDING,8'
BEAM 4 LED,BBRLED,WELDING,12'
BEAM 2,TB2WDLED,BODY ASSY HOUSING,4'
BEAM 2,TB2WDLED,BODY ASSY HOUSING,8'
BEAM 2,TB2WDLED,BODY ASSY HOUSING,12'
BEAM 2,TB2WDLED,CUTTING EXTRUSION,4'
BEAM 2,TB2WDLED,CUTTING EXTRUSION,8'
BEAM 2,TB2WDLED,CUTTING EXTRUSION,12'
BEAM 2,TB2WDLED,CUTTING LENS,4'
BEAM 2,TB2WDLED,CUTTING LENS,8'
BEAM 2,TB2WDLED,CUTTING LENS,12'
BEAM 2,TB2WDLED,FINAL ASSEMBLY,4'
BEAM 2,TB2WDLED,FINAL ASSEMBLY,8'
BEAM 2,TB2WDLED,FINAL ASSEMBLY,12'
BEAM 2,TB2WDLED,FINAL PACKAGING,4'
BEAM 2,TB2WDLED,FINAL PACKAGING,8'
BEAM 2,TB2WDLED,FINAL PACKAGING,12'
BEAM 2,TB2WDLED,MILLING EXTRUSION,4'
BEAM 2,TB2WDLED,MILLING EXTRUSION,8'
BEAM 2,TB2WDLED,MILLING EXTRUSION,12'
BEAM 2,TB2WDLED,MOUNTING KIT ASSEMBLY,4'
BEAM 2,TB2WDLED,MOUNTING KIT ASSEMBLY,8'
BEAM 2,TB2WDLED,MOUNTING KIT ASSEMBLY,12'
BEAM 2,TB2WDLED,PUNCH EXTRUSION,4'
BEAM 2,TB2WDLED,PUNCH EXTRUSION,8'
BEAM 2,TB2WDLED,PUNCH EXTRUSION,12'
BEAM 2,TB2WDLED,SUB-ASSEMBLY LED,4'
BEAM 2,TB2WDLED,SUB-ASSEMBLY LED,8'
BEAM 2,TB2WDLED,SUB-ASSEMBLY LED,12'
BEAM 2,TB2WDLED,WIRING PREPARATION,4'
BEAM 2,TB2WDLED,WIRING PREPARATION,8'
BEAM 2,TB2WDLED,WIRING PREPARATION,12'
BEAM 2,TB2WDLED,WIRE CUT AND STRIP,4'
BEAM 2,TB2WDLED,WIRE CUT AND STRIP,8'
BEAM 2,TB2WDLED,WIRE CUT AND STRIP,12'
BEAM 2,TB2WDLED,SUB-ASSEMBLY HARNESS & WIRE,4'
BEAM 2,TB2WDLED,SUB-ASSEMBLY HARNESS & WIRE,8'
BEAM 2,TB2WDLED,SUB-ASSEMBLY HARNESS & WIRE,12'
BEAM 2,TB2WDLED,WELDING,4'
BEAM 2,TB2WDLED,WELDING,8'
BEAM 2,TB2WDLED,WELDING,12'
BEAM 2,TB2WDILED,BODY ASSY HOUSING,4'
BEAM 2,TB2WDILED,BODY ASSY HOUSING,8'
BEAM 2,TB2WDILED,BODY ASSY HOUSING,12'
BEAM 2,TB2WDILED,CUTTING EXTRUSION,4'
BEAM 2,TB2WDILED,CUTTING EXTRUSION,8'
BEAM 2,TB2WDILED,CUTTING EXTRUSION,12'
BEAM 2,TB2WDILED,CUTTING LENS,4'
BEAM 2,TB2WDILED,CUTTING LENS,8'
BEAM 2,TB2WDILED,CUTTING LENS,12'
BEAM 2,TB2WDILED,FINAL ASSEMBLY,4'
BEAM 2,TB2WDILED,FINAL ASSEMBLY,8'
BEAM 2,TB2WDILED,FINAL ASSEMBLY,12'
BEAM 2,TB2WDILED,FINAL PACKAGING,4'
BEAM 2,TB2WDILED,FINAL PACKAGING,8'
BEAM 2,TB2WDILED,FINAL PACKAGING,12'
BEAM 2,TB2WDILED,MILLING EXTRUSION,4'
BEAM 2,TB2WDILED,MILLING EXTRUSION,8'
BEAM 2,TB2WDILED,MILLING EXTRUSION,12'
BEAM 2,TB2WDILED,MOUNTING KIT ASSEMBLY,4'
BEAM 2,TB2WDILED,MOUNTING KIT ASSEMBLY,8'
BEAM 2,TB2WDILED,MOUNTING KIT ASSEMBLY,12'
BEAM 2,TB2WDILED,PUNCH EXTRUSION,4'
BEAM 2,TB2WDILED,PUNCH EXTRUSION,8'
BEAM 2,TB2WDILED,PUNCH EXTRUSION,12'
BEAM 2,TB2WDILED,SUB-ASSEMBLY LED,4'
BEAM 2,TB2WDILED,SUB-ASSEMBLY LED,8'
BEAM 2,TB2WDILED,SUB-ASSEMBLY LED,12'
BEAM 2,TB2WDILED,WIRING PREPARATION,4'
BEAM 2,TB2WDILED,WIRING PREPARATION,8'
BEAM 2,TB2WDILED,WIRING PREPARATION,12'
BEAM 2,TB2WDILED,WIRE CUT AND STRIP,4'
BEAM 2,TB2WDILED,WIRE CUT AND STRIP,8'
BEAM 2,TB2WDILED,WIRE CUT AND STRIP,12'
BEAM 2,TB2WDILED,SUB-ASSEMBLY HARNESS & WIRE,4'
BEAM 2,TB2WDILED,SUB-ASSEMBLY HARNESS & WIRE,8'
BEAM 2,TB2WDILED,SUB-ASSEMBLY HARNESS & WIRE,12'
BEAM 2,TB2WDILED,WELDING,4'
BEAM 2,TB2WDILED,WELDING,8'
BEAM 2,TB2WDILED,WELDING,12'
BEAM 2,TB2DILED,BODY ASSY HOUSING,4'
BEAM 2,TB2DILED,BODY ASSY HOUSING,8'
BEAM 2,TB2DILED,BODY ASSY HOUSING,12'
BEAM 2,TB2DILED,CUTTING EXTRUSION,4'
BEAM 2,TB2DILED,CUTTING EXTRUSION,8'
BEAM 2,TB2DILED,CUTTING EXTRUSION,12'
BEAM 2,TB2DILED,CUTTING LENS,4'
BEAM 2,TB2DILED,CUTTING LENS,8'
BEAM 2,TB2DILED,CUTTING LENS,12'
BEAM 2,TB2DILED,FINAL ASSEMBLY,4'
BEAM 2,TB2DILED,FINAL ASSEMBLY,8'
BEAM 2,TB2DILED,FINAL ASSEMBLY,12'
BEAM 2,TB2DILED,FINAL PACKAGING,4'
BEAM 2,TB2DILED,FINAL PACKAGING,8'
BEAM 2,TB2DILED,FINAL PACKAGING,12'
BEAM 2,TB2DILED,MILLING EXTRUSION,4'
BEAM 2,TB2DILED,MILLING EXTRUSION,8'
BEAM 2,TB2DILED,MILLING EXTRUSION,12'
BEAM 2,TB2DILED,MOUNTING KIT ASSEMBLY,4'
BEAM 2,TB2DILED,MOUNTING KIT ASSEMBLY,8'
BEAM 2,TB2DILED,MOUNTING KIT ASSEMBLY,12'
BEAM 2,TB2DILED,PUNCH EXTRUSION,4'
BEAM 2,TB2DILED,PUNCH EXTRUSION,8'
BEAM 2,TB2DILED,PUNCH EXTRUSION,12'
BEAM 2,TB2DILED,SUB-ASSEMBLY LED,4'
BEAM 2,TB2DILED,SUB-ASSEMBLY LED,8'
BEAM 2,TB2DILED,SUB-ASSEMBLY LED,12'
BEAM 2,TB2DILED,WIRING PREPARATION,4'
BEAM 2,TB2DILED,WIRING PREPARATION,8'
BEAM 2,TB2DILED,WIRING PREPARATION,12'
BEAM 2,TB2DILED,WIRE CUT AND STRIP,4'
BEAM 2,TB2DILED,WIRE CUT AND STRIP,8'
BEAM 2,TB2DILED,WIRE CUT AND STRIP,12'
BEAM 2,TB2DILED,SUB-ASSEMBLY HARNESS & WIRE,4'
BEAM 2,TB2DILED,SUB-ASSEMBLY HARNESS & WIRE,8'
BEAM 2,TB2DILED,SUB-ASSEMBLY HARNESS & WIRE,12'
BEAM 2,TB2DILED,WELDING,4'
BEAM 2,TB2DILED,WELDING,8'
BEAM 2,TB2DILED,WELDING,12'
BEAM 2,TB2DLED,BODY ASSY HOUSING,4'
BEAM 2,TB2DLED,BODY ASSY HOUSING,8'
BEAM 2,TB2DLED,BODY ASSY HOUSING,12'
BEAM 2,TB2DLED,CUTTING EXTRUSION,4'
BEAM 2,TB2DLED,CUTTING EXTRUSION,8'
BEAM 2,TB2DLED,CUTTING EXTRUSION,12'
BEAM 2,TB2DLED,CUTTING LENS,4'
BEAM 2,TB2DLED,CUTTING LENS,8'
BEAM 2,TB2DLED,CUTTING LENS,12'
BEAM 2,TB2DLED,FINAL ASSEMBLY,4'
BEAM 2,TB2DLED,FINAL ASSEMBLY,8'
BEAM 2,TB2DLED,FINAL ASSEMBLY,12'
BEAM 2,TB2DLED,FINAL PACKAGING,4'
BEAM 2,TB2DLED,FINAL PACKAGING,8'
BEAM 2,TB2DLED,FINAL PACKAGING,12'
BEAM 2,TB2DLED,MILLING EXTRUSION,4'
BEAM 2,TB2DLED,MILLING EXTRUSION,8'
BEAM 2,TB2DLED,MILLING EXTRUSION,12'
BEAM 2,TB2DLED,MOUNTING KIT ASSEMBLY,4'
BEAM 2,TB2DLED,MOUNTING KIT ASSEMBLY,8'
BEAM 2,TB2DLED,MOUNTING KIT ASSEMBLY,12'
BEAM 2,TB2DLED,PUNCH EXTRUSION,4'
BEAM 2,TB2DLED,PUNCH EXTRUSION,8'
BEAM 2,TB2DLED,PUNCH EXTRUSION,12'
BEAM 2,TB2DLED,SUB-ASSEMBLY LED,4'
BEAM 2,TB2DLED,SUB-ASSEMBLY LED,8'
BEAM 2,TB2DLED,SUB-ASSEMBLY LED,12'
BEAM 2,TB2DLED,WIRING PREPARATION,4'
BEAM 2,TB2DLED,WIRING PREPARATION,8'
BEAM 2,TB2DLED,WIRING PREPARATION,12'
BEAM 2,TB2DLED,WIRE CUT AND STRIP,4'
BEAM 2,TB2DLED,WIRE CUT AND STRIP,8'
BEAM 2,TB2DLED,WIRE CUT AND STRIP,12'
BEAM 2,TB2DLED,SUB-ASSEMBLY HARNESS & WIRE,4'
BEAM 2,TB2DLED,SUB-ASSEMBLY HARNESS & WIRE,8'
BEAM 2,TB2DLED,SUB-ASSEMBLY HARNESS & WIRE,12'
BEAM 2,TB2DLED,WELDING,4'
BEAM 2,TB2DLED,WELDING,8'
BEAM 2,TB2DLED,WELDING,12'
BEAM 3,B3RLED,BODY ASSY HOUSING,4'
BEAM 3,B3RLED,BODY ASSY HOUSING,8'
BEAM 3,B3RLED,BODY ASSY HOUSING,12'
BEAM 3,B3RLED,CUTTING EXTRUSION,4'
BEAM 3,B3RLED,CUTTING EXTRUSION,8'
BEAM 3,B3RLED,CUTTING EXTRUSION,12'
BEAM 3,B3RLED,CUTTING LENS,4'
BEAM 3,B3RLED,CUTTING LENS,8'
BEAM 3,B3RLED,CUTTING LENS,12'
BEAM 3,B3RLED,FINAL ASSEMBLY,4'
BEAM 3,B3RLED,FINAL ASSEMBLY,8'
BEAM 3,B3RLED,FINAL ASSEMBLY,12'
BEAM 3,B3RLED,FINAL PACKAGING,4'
BEAM 3,B3RLED,FINAL PACKAGING,8'
BEAM 3,B3RLED,FINAL PACKAGING,12'
BEAM 3,B3RLED,MILLING EXTRUSION,4'
BEAM 3,B3RLED,MILLING EXTRUSION,8'
BEAM 3,B3RLED,MILLING EXTRUSION,12'
BEAM 3,B3RLED,MOUNTING KIT ASSEMBLY,4'
BEAM 3,B3RLED,MOUNTING KIT ASSEMBLY,8'
BEAM 3,B3RLED,MOUNTING KIT ASSEMBLY,12'
BEAM 3,B3RLED,PUNCH EXTRUSION,4'
BEAM 3,B3RLED,PUNCH EXTRUSION,8'
BEAM 3,B3RLED,PUNCH EXTRUSION,12'
BEAM 3,B3RLED,SUB-ASSEMBLY LED,4'
BEAM 3,B3RLED,SUB-ASSEMBLY LED,8'
BEAM 3,B3RLED,SUB-ASSEMBLY LED,12'
BEAM 3,B3RLED,WIRING PREPARATION,4'
BEAM 3,B3RLED,WIRING PREPARATION,8'
BEAM 3,B3RLED,WIRING PREPARATION,12'
BEAM 3,B3RLED,WIRE CUT AND STRIP,4'
BEAM 3,B3RLED,WIRE CUT AND STRIP,8'
BEAM 3,B3RLED,WIRE CUT AND STRIP,12'
BEAM 3,B3RLED,SUB-ASSEMBLY HARNESS & WIRE,4'
BEAM 3,B3RLED,SUB-ASSEMBLY HARNESS & WIRE,8'
BEAM 3,B3RLED,SUB-ASSEMBLY HARNESS & WIRE,12'
BEAM 3,B3RLED,WELDING,4'
BEAM 3,B3RLED,WELDING,8'
BEAM 3,B3RLED,WELDING,12'
BEAM 2,B2SQSLED,BODY ASSY HOUSING,4'
BEAM 2,B2SQSLED,BODY ASSY HOUSING,8'
BEAM 2,B2SQSLED,BODY ASSY HOUSING,12'
BEAM 2,B2SQSLED,CUTTING EXTRUSION,4'
BEAM 2,B2SQSLED,CUTTING EXTRUSION,8'
BEAM 2,B2SQSLED,CUTTING EXTRUSION,12'
BEAM 2,B2SQSLED,CUTTING LENS,4'
BEAM 2,B2SQSLED,CUTTING LENS,8'
BEAM 2,B2SQSLED,CUTTING LENS,12'
BEAM 2,B2SQSLED,FINAL ASSEMBLY,4'
BEAM 2,B2SQSLED,FINAL ASSEMBLY,8'
BEAM 2,B2SQSLED,FINAL ASSEMBLY,12'
BEAM 2,B2SQSLED,FINAL PACKAGING,4'
BEAM 2,B2SQSLED,FINAL PACKAGING,8'
BEAM 2,B2SQSLED,FINAL PACKAGING,12'
BEAM 2,B2SQSLED,MILLING EXTRUSION,4'
BEAM 2,B2SQSLED,MILLING EXTRUSION,8'
BEAM 2,B2SQSLED,MILLING EXTRUSION,12'
BEAM 2,B2SQSLED,MOUNTING KIT ASSEMBLY,4'
BEAM 2,B2SQSLED,MOUNTING KIT ASSEMBLY,8'
BEAM 2,B2SQSLED,MOUNTING KIT ASSEMBLY,12'
BEAM 2,B2SQSLED,PUNCH EXTRUSION,4'
BEAM 2,B2SQSLED,PUNCH EXTRUSION,8'
BEAM 2,B2SQSLED,PUNCH EXTRUSION,12'
BEAM 2,B2SQSLED,SUB-ASSEMBLY LED,4'
BEAM 2,B2SQSLED,SUB-ASSEMBLY LED,8'
BEAM 2,B2SQSLED,SUB-ASSEMBLY LED,12'
BEAM 2,B2SQSLED,WIRING PREPARATION,4'
BEAM 2,B2SQSLED,WIRING PREPARATION,8'
BEAM 2,B2SQSLED,WIRING PREPARATION,12'
BEAM 2,B2SQSLED,WIRE CUT AND STRIP,4'
BEAM 2,B2SQSLED,WIRE CUT AND STRIP,8'
BEAM 2,B2SQSLED,WIRE CUT AND STRIP,12'
BEAM 2,B2SQSLED,SUB-ASSEMBLY HARNESS & WIRE,4'
BEAM 2,B2SQSLED,SUB-ASSEMBLY HARNESS & WIRE,8'
BEAM 2,B2SQSLED,SUB-ASSEMBLY HARNESS & WIRE,12'
BEAM 2,B2SQSLED,WELDING,4'
BEAM 2,B2SQSLED,WELDING,8'
BEAM 2,B2SQSLED,WELDING,12'
BEAM 2,B2SQDLED,BODY ASSY HOUSING,4'
BEAM 2,B2SQDLED,BODY ASSY HOUSING,8'
BEAM 2,B2SQDLED,BODY ASSY HOUSING,12'
BEAM 2,B2SQDLED,CUTTING EXTRUSION,4'
BEAM 2,B2SQDLED,CUTTING EXTRUSION,8'
BEAM 2,B2SQDLED,CUTTING EXTRUSION,12'
BEAM 2,B2SQDLED,CUTTING LENS,4'
BEAM 2,B2SQDLED,CUTTING LENS,8'
BEAM 2,B2SQDLED,CUTTING LENS,12'
BEAM 2,B2SQDLED,FINAL ASSEMBLY,4'
BEAM 2,B2SQDLED,FINAL ASSEMBLY,8'
BEAM 2,B2SQDLED,FINAL ASSEMBLY,12'
BEAM 2,B2SQDLED,FINAL PACKAGING,4'
BEAM 2,B2SQDLED,FINAL PACKAGING,8'
BEAM 2,B2SQDLED,FINAL PACKAGING,12'
BEAM 2,B2SQDLED,MILLING EXTRUSION,4'
BEAM 2,B2SQDLED,MILLING EXTRUSION,8'
BEAM 2,B2SQDLED,MILLING EXTRUSION,12'
BEAM 2,B2SQDLED,MOUNTING KIT ASSEMBLY,4'
BEAM 2,B2SQDLED,MOUNTING KIT ASSEMBLY,8'
BEAM 2,B2SQDLED,MOUNTING KIT ASSEMBLY,12'
BEAM 2,B2SQDLED,PUNCH EXTRUSION,4'
BEAM 2,B2SQDLED,PUNCH EXTRUSION,8'
BEAM 2,B2SQDLED,PUNCH EXTRUSION,12'
BEAM 2,B2SQDLED,SUB-ASSEMBLY LED,4'
BEAM 2,B2SQDLED,SUB-ASSEMBLY LED,8'
BEAM 2,B2SQDLED,SUB-ASSEMBLY LED,12'
BEAM 2,B2SQDLED,WIRING PREPARATION,4'
BEAM 2,B2SQDLED,WIRING PREPARATION,8'
BEAM 2,B2SQDLED,WIRING PREPARATION,12'
BEAM 2,B2SQDLED,WIRE CUT AND STRIP,4'
BEAM 2,B2SQDLED,WIRE CUT AND STRIP,8'
BEAM 2,B2SQDLED,WIRE CUT AND STRIP,12'
BEAM 2,B2SQDLED,SUB-ASSEMBLY HARNESS & WIRE,4'
BEAM 2,B2SQDLED,SUB-ASSEMBLY HARNESS & WIRE,8'
BEAM 2,B2SQDLED,SUB-ASSEMBLY HARNESS & WIRE,12'
BEAM 2,B2SQDLED,WELDING,4'
BEAM 2,B2SQDLED,WELDING,8'
BEAM 2,B2SQDLED,WELDING,12'
BEAM 2,B2SQWDLED,BODY ASSY HOUSING,4'
BEAM 2,B2SQWDLED,BODY ASSY HOUSING,8'
BEAM 2,B2SQWDLED,BODY ASSY HOUSING,12'
BEAM 2,B2SQWDLED,CUTTING EXTRUSION,4'
BEAM 2,B2SQWDLED,CUTTING EXTRUSION,8'
BEAM 2,B2SQWDLED,CUTTING EXTRUSION,12'
BEAM 2,B2SQWDLED,CUTTING LENS,4'
BEAM 2,B2SQWDLED,CUTTING LENS,8'
BEAM 2,B2SQWDLED,CUTTING LENS,12'
BEAM 2,B2SQWDLED,FINAL ASSEMBLY,4'
BEAM 2,B2SQWDLED,FINAL ASSEMBLY,8'
BEAM 2,B2SQWDLED,FINAL ASSEMBLY,12'
BEAM 2,B2SQWDLED,FINAL PACKAGING,4'
BEAM 2,B2SQWDLED,FINAL PACKAGING,8'
BEAM 2,B2SQWDLED,FINAL PACKAGING,12'
BEAM 2,B2SQWDLED,MILLING EXTRUSION,4'
BEAM 2,B2SQWDLED,MILLING EXTRUSION,8'
BEAM 2,B2SQWDLED,MILLING EXTRUSION,12'
BEAM 2,B2SQWDLED,MOUNTING KIT ASSEMBLY,4'
BEAM 2,B2SQWDLED,MOUNTING KIT ASSEMBLY,8'
BEAM 2,B2SQWDLED,MOUNTING KIT ASSEMBLY,12'
BEAM 2,B2SQWDLED,PUNCH EXTRUSION,4'
BEAM 2,B2SQWDLED,PUNCH EXTRUSION,8'
BEAM 2,B2SQWDLED,PUNCH EXTRUSION,12'
BEAM 2,B2SQWDLED,SUB-ASSEMBLY LED,4'
BEAM 2,B2SQWDLED,SUB-ASSEMBLY LED,8'
BEAM 2,B2SQWDLED,SUB-ASSEMBLY LED,12'
BEAM 2,B2SQWDLED,WIRING PREPARATION,4'
BEAM 2,B2SQWDLED,WIRING PREPARATION,8'
BEAM 2,B2SQWDLED,WIRING PREPARATION,12'
BEAM 2,B2SQWDLED,WIRE CUT AND STRIP,4'
BEAM 2,B2SQWDLED,WIRE CUT AND STRIP,8'
BEAM 2,B2SQWDLED,WIRE CUT AND STRIP,12'
BEAM 2,B2SQWDLED,SUB-ASSEMBLY HARNESS & WIRE,4'
BEAM 2,B2SQWDLED,SUB-ASSEMBLY HARNESS & WIRE,8'
BEAM 2,B2SQWDLED,SUB-ASSEMBLY HARNESS & WIRE,12'
BEAM 2,B2SQWDLED,WELDING,4'
BEAM 2,B2SQWDLED,WELDING,8'
BEAM 2,B2SQWDLED,WELDING,12'
ZEN,ZELED,BODY ASSY HOUSING,4'
ZEN,ZELED,BODY ASSY HOUSING,8'
ZEN,ZELED,BODY ASSY HOUSING,12'
ZEN,ZELED,CUTTING EXTRUSION,4'
ZEN,ZELED,CUTTING EXTRUSION,8'
ZEN,ZELED,CUTTING EXTRUSION,12'
ZEN,ZELED,CUTTING LENS,4'
ZEN,ZELED,CUTTING LENS,8'
ZEN,ZELED,CUTTING LENS,12'
ZEN,ZELED,FINAL ASSEMBLY,4'
ZEN,ZELED,FINAL ASSEMBLY,8'
ZEN,ZELED,FINAL ASSEMBLY,12'
ZEN,ZELED,FINAL PACKAGING,4'
ZEN,ZELED,FINAL PACKAGING,8'
ZEN,ZELED,FINAL PACKAGING,12'
ZEN,ZELED,MILLING EXTRUSION,4'
ZEN,ZELED,MILLING EXTRUSION,8'
ZEN,ZELED,MILLING EXTRUSION,12'
ZEN,ZELED,MOUNTING KIT ASSEMBLY,4'
ZEN,ZELED,MOUNTING KIT ASSEMBLY,8'
ZEN,ZELED,MOUNTING KIT ASSEMBLY,12'
ZEN,ZELED,PUNCH EXTRUSION,4'
ZEN,ZELED,PUNCH EXTRUSION,8'
ZEN,ZELED,PUNCH EXTRUSION,12'
ZEN,ZELED,SUB-ASSEMBLY LED,4'
ZEN,ZELED,SUB-ASSEMBLY LED,8'
ZEN,ZELED,SUB-ASSEMBLY LED,12'
ZEN,ZELED,WIRING PREPARATION,4'
ZEN,ZELED,WIRING PREPARATION,8'
ZEN,ZELED,WIRING PREPARATION,12'
ZEN,ZELED,WIRE CUT AND STRIP,4'
ZEN,ZELED,WIRE CUT AND STRIP,8'
ZEN,ZELED,WIRE CUT AND STRIP,12'
ZEN,ZELED,SUB-ASSEMBLY HARNESS & WIRE,4'
ZEN,ZELED,SUB-ASSEMBLY HARNESS & WIRE,8'
ZEN,ZELED,SUB-ASSEMBLY HARNESS & WIRE,12'
ZEN,ZELED,WELDING,4'
ZEN,ZELED,WELDING,8'
ZEN,ZELED,WELDING,12'
